Name,Rating,Reviews,Salaries,Interviews,Jobs
Philips,3.8,(1.8k),10.5k,173,103
Narayana Health,3.9,(1.8k),5.8k,84,77
Gabriel India Limited,4.1,(1.8k),5.7k,125,--
Crisil,3.6,(1.8k),12.5k,206,608
R.R. Donnelley,3.7,(1.8k),9.7k,125,22
Uflex,3.8,(1.8k),6.6k,123,65
Microland,3.4,(1.8k),10.5k,142,529
Dr Lal PathLabs,4.2,(1.8k),4.3k,162,92
Lucas-TVS,3.9,(1.8k),5.8k,89,2
Aditya Birla Health Insurance Co,3.8,(1.8k),7k,114,5
Altruist Technologies,3.1,(1.8k),8k,151,10
Spinny,3.7,(1.8k),6.9k,194,29
Manipal Hospitals,4.0,(1.8k),6.2k,121,65
Motherson Automotive Technologies and Engineering,3.8,(1.8k),7.2k,143,13
Iris Software,3.8,(1.8k),7.4k,201,474
Adecco Group,3.7,(1.8k),6.9k,112,6
Safexpress,3.9,(1.8k),5.5k,119,4
Angel One,3.7,(1.8k),7.3k,156,18
Globiva,3.1,(1.8k),5k,127,129
G R Infraprojects,4.1,(1.8k),5.3k,154,31
KENT RO Systems,3.8,(1.8k),4.5k,94,7
K12 Techno Services,3.6,(1.8k),5k,364,299
Stellar Migration,1.3,(1.8k),--,2,--
V-Guard Industries,4.3,(1.8k),4.4k,87,15
CMS Infosystems,3.5,(1.8k),4.5k,70,7
NTPC,4.2,(1.8k),4.2k,172,--
Haier Appliances India,4.0,(1.8k),6.7k,158,13
TVS Sundram Fasteners,3.6,(1.8k),6.5k,87,--
Hindustan Aeronautics,4.2,(1.8k),4.2k,82,--
DHL Supply Chain,4.2,(1.8k),5.9k,105,12
Thomson Reuters,4.0,(1.8k),10.2k,129,39
HTC Global Services,3.4,(1.8k),12.5k,156,75
Aragen Life Sciences,3.9,(1.8k),6.2k,119,110
Trent,3.9,(1.8k),4.4k,98,19
AXA Business Services,3.9,(1.8k),7.2k,100,17
Torrent Power,3.8,(1.7k),7.5k,156,60
Infinx,3.8,(1.7k),5k,205,29
Honda Cars,4.3,(1.8k),6.2k,105,7
Trident Group,3.3,(1.7k),5.2k,129,4
Shadowfax Technologies,3.5,(1.7k),6.9k,153,56
PI Industries,3.9,(1.7k),6.7k,126,15
Aadhar Housing Finance,4.1,(1.7k),4.6k,112,2
Future Retail,4.4,(1.7k),4.1k,57,--
Sterling & Wilson,4.0,(1.7k),6.9k,80,29
CNH (Case New Holland),3.8,(1.7k),5.7k,119,54
Medi Assist India,3.4,(1.7k),7k,134,112
Tata Power,3.9,(1.7k),6.8k,203,17
NeoSOFT,3.5,(1.7k),10.3k,291,10
Dhani Loans and Services,3.9,(1.7k),4.2k,70,10
CorroHealth infotech,3.2,(1.7k),6.8k,185,99
ICICI Home Finance,3.7,(1.7k),4.9k,94,9
Cafe Coffee Day,3.7,(1.7k),3.8k,76,16
Fusion CX,3.4,(1.7k),4.3k,126,83
SS&C TECHNOLOGIES,3.3,(1.7k),13.2k,191,95
Jindal Saw,4.0,(1.7k),6.3k,132,7
MetLife,4.0,(1.7k),8.6k,99,102
Aye Finance,4.1,(1.7k),3.3k,82,24
Kalyan Jewellers,4.5,(1.7k),1.5k,73,22
Innovsource Services,3.9,(1.7k),4.6k,71,--
Polycab Wires,4.0,(1.7k),6.6k,118,13
Vedantu,3.3,(1.7k),8.8k,196,26
BT Business,3.9,(1.7k),9k,88,--
Tata Communications Transformation Services,3.9,(1.7k),8.2k,94,--
USHA International,4.1,(1.7k),4.7k,106,4
DIVI'S Laboratories,3.6,(1.7k),6.6k,96,--
USV,4.0,(1.7k),5.5k,84,30
American Broadcasting Company,4.0,(1.7k),29.3k,577,17
NEC,4.2,(1.7k),5.4k,75,4
Reckitt Benckiser,3.9,(1.7k),6k,99,60
Hindustan Petroleum,4.2,(1.6k),5.7k,113,--
Capri Global Capital,3.6,(1.6k),3.8k,73,58
Indian Navy,4.6,(1.6k),3.3k,30,--
First American Corporation,3.5,(1.6k),8.6k,83,31
TELUS Digital,3.6,(1.6k),9k,124,54
CSB Bank,3.1,(1.6k),6.5k,97,10
HDFC Securities,3.4,(1.6k),5.9k,117,17
Metro Cash & Carry,4.1,(1.6k),4.7k,70,--
Bata,3.5,(1.6k),4k,78,11
Exela Technologies,3.3,(1.6k),7.7k,97,12
Haldiram Foods International Limited,3.7,(1.6k),5.6k,144,2
Frankfinn Institute of Air Hostess Training,3.9,(1.6k),3.2k,117,112
Mother Dairy Fruit & Vegetable,4.0,(1.6k),4.9k,93,--
Security and Intelligence Services (India),4.1,(1.6k),4.3k,73,25
Isgec Heavy Engineering,3.7,(1.6k),6.6k,134,55
Sysnet Global Technologies,3.8,(1.6k),4k,137,2
BA Continuum,4.1,(1.6k),10k,110,--
Cavinkare,4.0,(1.6k),4.7k,67,11
Pine Labs,3.3,(1.6k),6.9k,128,30
Godrej Properties,3.6,(1.6k),8k,115,4
Tata Play,4.0,(1.6k),4.6k,82,--
FactSet,3.8,(1.6k),9.9k,223,49
HighRadius,2.8,(1.6k),8.4k,206,27
Matrimony.com,4.0,(1.6k),4.3k,97,30
JSW Bhushan Power & Steel,4.0,(1.6k),4.9k,70,--
Orange Business,4.2,(1.6k),8.7k,107,28
MagicBricks,4.2,(1.6k),4.3k,342,34
DHL Express,4.1,(1.6k),5.9k,76,--
Medanta the Medicity,4.0,(1.6k),4.8k,118,108
Yamaha Motor,4.1,(1.6k),5.1k,83,10
Air India,3.5,(1.6k),7.1k,182,45
Johnson & Johnson,4.0,(1.6k),5.7k,110,14
Verizon,3.9,(1.6k),10.8k,122,--
Provana,4.0,(1.6k),3.7k,169,29
Cushman & Wakefield,4.2,(1.6k),6k,103,422
Adani Green Energy,3.9,(1.6k),5.5k,143,--
KONE,4.1,(1.6k),5.5k,127,64
Arvind Group,3.9,(1.6k),5.1k,76,--
Caterpillar Inc,4.2,(1.6k),9.9k,193,104
CMA CGM,3.9,(1.5k),8k,99,14
HERE Technologies,3.8,(1.5k),7.7k,105,15
Procter & Gamble,4.1,(1.5k),5.5k,126,--
LivSpace,3.4,(1.5k),7.6k,158,216
Tata Teleservices,3.8,(1.5k),3.2k,32,20
Chegg,4.1,(1.5k),4k,163,1
Vardhman Fabrics,4.0,(1.5k),5.2k,74,8
Wipro Enterprises Ltd,3.8,(1.5k),7.6k,193,115
Honda,4.1,(1.5k),4k,110,2
CG Power and Industrial Solutions,3.9,(1.5k),6.2k,98,7
L.G.Balakrishnan & Bros,3.5,(1.5k),5.6k,78,--
Annapurna Finance,3.9,(1.5k),3.6k,80,9
Hitachi Astemo,4.1,(1.5k),6k,128,--
Hero Motors Company,4.0,(1.5k),6k,93,1
NTT DATA Business Solutions,3.9,(1.5k),11.8k,135,83
Emami,3.8,(1.5k),5.2k,101,15
Granules India Limited,3.8,(1.5k),6k,80,3
Wockhardt,3.8,(1.5k),4k,61,7
Belrise Industries,3.8,(1.5k),6k,104,13
AkzoNobel,4.0,(1.5k),4.1k,78,37
Krishna Maruti,3.8,(1.5k),5k,120,10
HCL Infosystems,3.9,(1.5k),7.3k,145,1
Mercer,3.6,(1.5k),9.4k,94,141
Marico,3.9,(1.5k),5.4k,97,24
TTEC India,3.6,(1.5k),5k,163,19
Acmegrade,3.9,(1.5k),242,64,--
Compass Group Support Services,4.0,(1.5k),5.2k,76,23
Clover Infotech,3.4,(1.5k),11.2k,126,61
iOPEX Technologies,3.3,(1.5k),5.5k,81,18
IIFL SAMASTA,3.8,(1.5k),3k,75,2
Godrej Industries Group,3.9,(1.5k),2.9k,140,6
Welspun Living Limited,3.9,(1.5k),5k,84,--
Digit Insurance,3.6,(1.5k),5.3k,191,44
Oracle Cerner,3.4,(1.5k),10.3k,165,--
ReNew,4.3,(1.5k),5.8k,119,21
KFC,4.0,(1.5k),2.9k,76,--
ZF Commercial Vehicle Control Systems,3.9,(1.5k),3.6k,72,--
Satin Creditcare Network,4.0,(1.5k),3k,61,1
Patanjali Foods,3.8,(1.5k),4.1k,86,--
Marriott International,4.2,(1.5k),4.6k,97,881
Goldman Sachs,3.4,(1.5k),18.5k,402,174
ITD Cementation India,4.2,(1.5k),4.2k,86,--
Teva Pharmaceuticals,3.9,(1.4k),5.4k,109,10
Relaxo Footwear,4.0,(1.4k),4.5k,101,28
Toyota Kirloskar Motor,4.3,(1.4k),4.3k,72,--
Asahi India Glass,3.8,(1.4k),4.8k,103,13
Broadridge Financial Solutions,3.8,(1.4k),10.4k,152,69
Bajaj Capital,3.6,(1.4k),3.7k,127,83
Veritas Finance,4.4,(1.4k),2k,82,--
Taurus BPO Services,4.4,(1.4k),880,33,--
Suguna Foods,4.0,(1.4k),4k,87,15
Dixon Technologies,3.9,(1.4k),5.4k,129,7
Tesco,3.6,(1.4k),8.4k,144,36
Tata 1mg,3.6,(1.4k),6.5k,206,58
IFB,3.6,(1.4k),5.2k,115,--
Dainik Bhaskar Group,4.1,(1.4k),4.3k,66,51
XL Dynamics,3.2,(1.4k),3.6k,94,10
Max Fashion,4.1,(1.4k),3.3k,72,6
Honeywell Technology Solutions,3.7,(1.4k),11.3k,160,--
Rungta Mines,4.0,(1.4k),4.8k,151,--
Nayara Energy,4.1,(1.4k),6k,93,4
Supreme Industries,4.1,(1.4k),5.4k,86,--
Evalueserve,3.1,(1.4k),10.2k,135,68
Amul India,4.1,(1.4k),3.9k,149,2
IndiaFirst Life Insurance,3.8,(1.4k),3.8k,74,13
Oberoi Group of Hotels,4.1,(1.4k),3.7k,96,--
Lumax Industries,4.0,(1.4k),5.5k,87,10
BVG India,4.2,(1.4k),3.7k,110,40
Bisleri,4.2,(1.4k),4.2k,106,19
Gujarat Fluorochemicals,3.8,(1.4k),6.2k,99,15
Infra.Market,3.8,(1.4k),3.5k,147,6
Tata Group,4.2,(1.4k),5.3k,377,1
Sanofi,4.1,(1.4k),5.1k,85,156
Shriram Life Insurance,3.5,(1.4k),4.3k,104,40
Aon,3.8,(1.4k),5.7k,81,52
NIIT,3.5,(1.4k),5.9k,105,36
Steel Strips Wheels,3.7,(1.4k),5.2k,82,5
Gland Pharma,3.9,(1.4k),5.9k,86,1
GMR Group,4.0,(1.4k),4.4k,97,24
IDC Technologies,3.1,(1.4k),7k,76,1
QualityKiosk Technologies,3.3,(1.4k),10.6k,159,309
GE VERNOVA,4.1,(1.4k),5.1k,103,287
Ashoka Buildcon,4.1,(1.4k),4k,76,7
Orchids International School,3.7,(1.4k),3.6k,272,20
NielsenIQ,3.6,(1.4k),8.6k,211,6
Canara Bank,3.4,(1.4k),3.8k,46,--
Hyatt Regency,4.1,(1.4k),3k,51,10
Schindler,3.9,(1.4k),5.1k,98,35
Tanishq,4.3,(1.4k),2.9k,99,--
Daimler India Commercial Vehicles,3.9,(1.4k),6.5k,68,6
Kotak Mahindra Prime,4.0,(1.4k),4.8k,63,--
Valeo,3.9,(1.4k),7.7k,101,90
Hinduja Leyland Finance,4.0,(1.4k),2.7k,48,1
Karur Vysya Bank,3.5,(1.4k),4.4k,99,11
ISS Facility Services,4.0,(1.4k),4k,65,19
Page Industries,4.2,(1.4k),4.6k,70,3
AB InBev India,3.4,(1.4k),7.6k,106,67
Urban Company,3.4,(1.4k),6k,154,49
SAI Life Sciences,3.9,(1.4k),5.6k,97,31
Wheelseye Technology,3.5,(1.4k),3.6k,110,12
Bharat Forge,3.8,(1.4k),6.1k,74,7
Indoco Remedies,3.4,(1.4k),5.5k,85,13
TCS iON,3.9,(1.4k),3.8k,396,--
Devyani International,3.8,(1.4k),3.3k,65,13
Narayana Educational Society,3.5,(1.4k),4k,65,10
Sony,4.2,(1.4k),4.4k,78,3
Suryoday Small Finance Bank,3.8,(1.4k),4.2k,85,4
Tata AutoComp Systems,3.8,(1.3k),6.3k,109,28
Faurecia,3.9,(1.3k),6.1k,70,5
FedEx Express,3.9,(1.3k),4.8k,105,13
The Muthoot Group,3.6,(1.3k),3.8k,82,--
Sonata Software,3.3,(1.3k),10.9k,131,95
Xiaomi,3.8,(1.3k),5.4k,108,15
Apco Infratech,3.7,(1.3k),4.1k,129,29
Piramal Pharma,4.0,(1.3k),6k,112,52
Big Bazaar,4.4,(1.3k),2.4k,46,--
CIE Automotive India Limited (Formerly known as Mahindra CIE Automotive Limited),3.6,(1.3k),4.7k,88,4
Unisys,3.5,(1.3k),9.8k,79,13
J. Kumar Infraprojects,4.1,(1.3k),4.3k,89,4
Tietoevry,4.2,(1.3k),9.3k,99,45
Acuity Knowledge Partners,3.2,(1.3k),10.9k,164,14
Tata Consumer Products,3.5,(1.3k),5.4k,93,53
Amneal Pharmaceuticals,4.1,(1.3k),5.7k,80,65
Sheenlac Paints,4.3,(1.3k),1.7k,208,4
Indegene,3.3,(1.3k),9k,164,42
Jaquar,4.1,(1.3k),4.8k,81,37
Heritage Foods,4.1,(1.3k),3.6k,95,31
VLCC,3.4,(1.3k),3.2k,51,26
Aforeserve,3.3,(1.3k),3.7k,87,29
Paytm Payments Bank,3.9,(1.3k),5.7k,137,--
Chetu,3.4,(1.3k),7.3k,214,5
Morningstar,3.8,(1.3k),9.3k,256,164
Vfs Global Services,3.5,(1.3k),4k,68,2
Oracle Financial Services Software,3.4,(1.3k),11k,188,--
Happiest Minds Technologies,3.5,(1.3k),11.5k,143,219
PNB Housing Finance,3.8,(1.3k),4.5k,53,10
JioMart,3.9,(1.3k),3.9k,109,--
NSE.IT,3.5,(1.3k),6.1k,137,--
AtkinsRealis,3.8,(1.3k),5.5k,102,188
Amara Raja Energy & Mobility,4.0,(1.3k),3.8k,99,--
Sharekhan,3.7,(1.3k),4.9k,94,66
Infogain,3.5,(1.3k),10.6k,131,174
Airtel Payments Bank,3.9,(1.3k),4.5k,93,2
V5 Global Services,3.9,(1.3k),3.4k,85,--
Bharat FIH,3.7,(1.3k),5.3k,87,--
Amity University,3.6,(1.3k),5.1k,108,58
Slk Software Services,3.2,(1.3k),9.1k,106,238
Adobe,3.8,(1.3k),11.6k,257,160
GE,4.2,(1.3k),7.2k,111,60
Sansera Engineering,4.0,(1.3k),5.2k,89,106
Continental Automotive Components,3.9,(1.3k),8.8k,80,34
Unichem Laboratories,3.7,(1.3k),5.1k,93,8
SHYAM METALICS AND ENERGY,3.5,(1.3k),4.2k,137,2
EOSGlobe,2.9,(1.3k),3.8k,88,29
Altimetrik,3.6,(1.3k),10.7k,251,20
Aditya Birla Finance,3.9,(1.3k),5.2k,53,8
Kantar,3.5,(1.3k),6.5k,112,21
Worley,4.1,(1.3k),6.9k,129,21
Fino Payments Bank,3.8,(1.3k),3.8k,61,9
Northern Trust,3.6,(1.3k),10k,126,--
DCM Shriram,4.1,(1.3k),4.5k,102,10
Collabera Technologies,3.4,(1.3k),7k,139,3
Eaton,4.0,(1.3k),7.5k,142,17
Bluestock ™,4.5,(1.3k),51,385,--
Aptara,3.2,(1.3k),6.3k,69,6
Hindware Limited,3.9,(1.3k),4.5k,78,2
TÜV SÜD,4.0,(1.3k),3.7k,90,32
Bajaj Housing Finance,3.6,(1.3k),5.6k,67,88
Iffco Tokio General Insurance Co.,3.7,(1.3k),3.8k,47,1
Sigma Electric Manufacturing Corporation,4.0,(1.3k),3k,73,7
VIBGYOR Group of Schools,3.4,(1.2k),4.1k,93,150
Nykaa,3.4,(1.2k),6.2k,133,--
MedPlus,3.6,(1.2k),4k,97,22
Burger King,3.9,(1.2k),3.3k,90,7
iMerit,3.2,(1.2k),5k,113,18
AGS Transact Technologies,2.9,(1.2k),3.9k,43,--
Jindal X,3.6,(1.2k),2.8k,113,6
Spicejet,3.5,(1.2k),5.2k,95,1
Cinépolis,3.8,(1.2k),2.8k,72,4
Incedo,3.0,(1.2k),9.5k,199,471
Fabindia,3.8,(1.2k),3.9k,59,8
TEKsystems,3.2,(1.2k),9.9k,132,7
Dell EMC,3.8,(1.2k),8.9k,73,--
Hindustan Construction Company,4.2,(1.2k),3.1k,90,5
SBFC Finance,3.7,(1.2k),2.7k,76,54
FDC,3.8,(1.2k),3.6k,63,7
Health Care Global Enterprises,4.0,(1.2k),2.7k,87,35
Panasonic,4.0,(1.2k),4.8k,47,19
TE Connectivity,4.2,(1.2k),6.8k,98,174
Pantaloons,4.0,(1.2k),3k,66,--
Atul,3.9,(1.2k),5k,94,9
JSW Cement,4.1,(1.2k),4.1k,125,--
Apexon,3.3,(1.2k),8.4k,158,244
Brillio,3.4,(1.2k),9.9k,141,39
Chandigarh University,4.0,(1.2k),2.8k,103,166
Shubham Housing Development Finance,3.9,(1.2k),2.9k,49,5
ManpowerGroup,3.7,(1.2k),4.9k,64,7
RBL FinServe,3.9,(1.2k),3k,64,--
ECIL,4.2,(1.2k),3.1k,56,--
Sunknowledge Services,3.6,(1.2k),3.4k,99,7
Hatsun Agro Product,3.8,(1.2k),4.4k,75,17
Punjab National Bank,3.9,(1.2k),2.8k,54,1
Tekwissen,4.8,(1.2k),549,148,62
CreditAccess Grameen,4.0,(1.2k),2.5k,48,10
Mondelez International,4.2,(1.2k),4.4k,71,60
GEP Worldwide,3.6,(1.2k),8.6k,144,11
Nippon Paint India,4.0,(1.2k),3.8k,72,--
Baroda Global Shared Services,3.9,(1.2k),2.8k,114,25
City Union Bank,3.0,(1.2k),5.2k,110,12
Rashmi Metaliks,3.3,(1.2k),4.4k,104,5
CenturyPly,3.8,(1.2k),3.9k,88,4
Citco,3.1,(1.2k),8.2k,160,52
Piramal Group,3.8,(1.2k),3.7k,65,41
ZF Steering Gear,3.7,(1.2k),6.7k,56,5
Synchrony,4.3,(1.2k),5.2k,88,20
Decathlon,3.7,(1.2k),4k,116,111
Samsung Research,3.1,(1.2k),9.2k,145,1
Tenneco,3.7,(1.2k),5k,67,14
SKF,4.0,(1.2k),4.3k,72,56
MiraMed Ajuba,4.0,(1.2k),4.3k,62,--
The Ramco Cements,4.1,(1.2k),3.9k,69,--
Luminous Power Technologies,4.1,(1.2k),3.6k,81,25
FOCUS EDUMATICS,3.0,(1.2k),2.9k,125,--
Jakson Group,4.2,(1.2k),3.7k,96,23
INDIUM,4.0,(1.2k),6.3k,221,85
Vestas,4.2,(1.2k),4.9k,95,33
OpenText Technologies,3.6,(1.2k),10.9k,185,117
VOIS,3.9,(1.2k),6.8k,168,54
More Supermarket,3.8,(1.2k),3.6k,83,11
PHN Technology,4.4,(1.2k),333,35,1
iSON Xperiences,3.2,(1.2k),3.2k,75,4
Novo Nordisk,3.7,(1.2k),5.8k,92,52
R Systems International,3.2,(1.2k),7.2k,128,22
ANZ Banking Group,3.9,(1.2k),7.7k,101,9
Fresenius Kabi,4.1,(1.2k),3.9k,47,5
ICICI Prudential Mutual Fund,3.9,(1.2k),5.4k,83,--
Automotive Manufacturers,3.9,(1.2k),5.2k,93,53
Mu Sigma,2.5,(1.2k),6.6k,245,--
Grant Thornton,3.5,(1.2k),10.5k,113,434
Ion Exchange India,3.7,(1.2k),4.8k,84,24
Xyz Company,3.8,(1.2k),38.2k,509,--
Astral Pipe,4.0,(1.2k),3.8k,82,52
Intertek,3.7,(1.2k),3.9k,69,14
Godrej Consumer Products,4.0,(1.2k),4.5k,56,--
Best Sellers,4.1,(1.2k),2.9k,32,3
Oil And Natural Gas Corporation,4.3,(1.2k),3k,77,--
Centre for Development of Advanced Computing,3.7,(1.2k),6.4k,120,--
DENSO,4.1,(1.2k),3.7k,83,1
Barclays Shared Services,3.9,(1.1k),4.9k,36,615
PNC Infratech,3.7,(1.1k),3.4k,75,4
T-Systems ICT India,3.8,(1.1k),8.1k,102,9
Shriram Pistons & Rings,4.1,(1.1k),4.4k,71,1
Fidelity National Financial,3.7,(1.1k),6.1k,56,7
EbixCash Limited,3.8,(1.1k),5.1k,107,6
OM Logistics,3.9,(1.1k),3.5k,81,6
AIIMS,4.1,(1.1k),4.3k,62,--
Troikaa Pharmaceuticals,4.0,(1.1k),3.5k,110,1
Zoho,4.2,(1.1k),8.6k,565,1
Prodapt,3.5,(1.1k),9k,110,100
Ocwen Financial Solutions,4.0,(1.1k),4.4k,51,35
Wind World,3.9,(1.1k),3.2k,82,3
Parexel International,3.8,(1.1k),5.6k,82,5
SRL Diagnostics,4.1,(1.1k),2.9k,59,--
Aarvee Associates,3.8,(1.1k),3.2k,89,--
Globant,3.5,(1.1k),9.3k,195,35
Muthoot Microfin,3.9,(1.1k),2.4k,47,9
Baazar Retail Private Limited,4.5,(1.1k),1.4k,81,--
Intel,4.1,(1.1k),8.5k,234,24
Dassault Systemes,3.8,(1.1k),6.5k,182,--
The Jaypee Group,3.8,(1.1k),3.4k,49,11
Aerial Telecom Solutions,4.0,(1.1k),2.1k,81,10
Edelweiss,3.7,(1.1k),5.9k,61,21
ExcelR,3.7,(1.1k),948,102,14
Willis Towers Watson,3.6,(1.1k),7.4k,107,2
Fidelity Investments,4.1,(1.1k),7.7k,120,3
Qualcomm,3.7,(1.1k),12.7k,283,357
Kirloskar Oil Engines,4.1,(1.1k),3.8k,56,10
Northern Trust Operating Services,3.8,(1.1k),6.4k,106,70
ACG Worldwide,3.9,(1.1k),3.7k,78,24
Rockman Industries,3.9,(1.1k),3.7k,88,7
NextComm Corporation,4.9,(1.1k),36,6,--
DISH TV,3.4,(1.1k),3.3k,70,7
JTEKT,4.1,(1.1k),4.1k,82,1
Apex Group,2.7,(1.1k),7k,170,216
SK Finance Limited,3.8,(1.1k),3k,80,2
Colliers India,3.9,(1.1k),4.6k,83,67
JK Lakshmi Cement,3.8,(1.1k),3.6k,74,--
Thyrocare Technologies,3.7,(1.1k),4.3k,82,--
Viraj Profiles,3.8,(1.1k),4.3k,86,8
Ahluwalia Contracts India,4.0,(1.1k),3.3k,68,18
KIMS Hospital,3.9,(1.1k),3.3k,52,7
Coca-Cola Company,4.0,(1.1k),3.1k,97,4
Wistron,3.9,(1.1k),5.2k,89,--
VMware Software,4.4,(1.1k),9.1k,145,15
Diageo,3.9,(1.1k),6k,84,148
PayPal,3.8,(1.1k),8.8k,234,--
Bajaj Motors,3.9,(1.1k),3.3k,62,--
Genius Consultants,3.8,(1.1k),3.8k,68,1
Podar International School,4.1,(1.1k),3.1k,77,--
NetAmbit,4.0,(1.1k),2.9k,126,3
Patra Corporation,3.6,(1.1k),4.5k,88,7
Johnson Lifts,3.9,(1.1k),3.5k,48,2
H.G. Infra Engineering,4.0,(1.1k),3k,99,13
DLF,3.9,(1.1k),4.4k,90,1
Salesforce,4.0,(1.1k),11.6k,239,109
Innova Solutions,3.3,(1.1k),7.3k,95,77
Jet Airways,4.6,(1.1k),2k,23,--
Nielsen,3.5,(1.1k),6k,144,--
Dhoot Transmission,3.7,(1.1k),3.9k,63,8
Saipem,4.1,(1.1k),3.2k,51,--
Jacobs Engineering Group,4.1,(1.1k),4.8k,85,10
Edelweiss Life Insurance,3.6,(1.1k),3.6k,55,37
MDIndia Health Insurance TPA,3.6,(1.1k),3.6k,68,49
London Stock Exchange Group,3.7,(1.1k),9.9k,150,50
Spandana Sphoorty Financial,3.7,(1.1k),2.2k,46,1
HFCL Limited,3.8,(1.1k),4k,75,19
Motilal Oswal Home Finance,4.4,(1.1k),1.3k,125,--
Piaggio,3.5,(1.1k),3.7k,70,3
Fusion Microfinance,3.9,(1.1k),2.5k,44,--
Strides Pharma,3.9,(1.1k),4.1k,71,--
Barbeque Nation,3.9,(1.1k),2.5k,44,16
Onward Technologies Inc,2.9,(1.1k),5.8k,86,18
Meril,3.6,(1.1k),4.4k,77,21
Indira IVF Hospital,4.0,(1.1k),2.7k,71,93
Kalpataru Limited,4.1,(1.1k),4.1k,170,13
Wonder Home Finance,4.7,(1k),686,183,11
Adani Ports and SEZ,3.7,(1k),3.8k,72,--
Birla Corporation,4.1,(1k),3.5k,66,--
SYSKA LED Lights,2.9,(1k),2.3k,58,--
Aparna Constructions and Estates,4.0,(1k),3.7k,104,49
PharmEasy,3.7,(1k),4.9k,88,21
Biocon Biologics,3.7,(1k),6.4k,98,3
CaratLane - A Tata Product,4.1,(1k),2.8k,62,80
DP World,3.7,(1k),4.3k,84,77
Aptiv,3.4,(1k),7.5k,118,17
Zetwerk,4.0,(1k),3.7k,109,25
Imperial Auto Industries,3.9,(1k),4.4k,69,16
Hyundai Mobis,3.7,(1k),4.9k,75,12
Sundaram Finance,4.0,(1k),3k,41,9
Zydus Wellness,4.1,(1k),2.7k,99,60
Prism Johnson,3.7,(1k),4.2k,62,--
Stanza Living,3.0,(1k),3.5k,84,25
Advantmed,4.2,(1k),2.5k,156,12
Electronica Finance,4.2,(1k),2.6k,99,23
Klm Axiva Finvest,4.4,(1k),734,433,5
GAIL,4.4,(1k),3.1k,77,--
ICON Plc,4.0,(1k),4k,126,62
Unicharm,4.0,(1k),2.9k,65,1
INDO-MIM,4.1,(1k),4k,71,12
Sri Chaitanya Techno Schools,3.5,(1k),3.3k,66,1
Federal Bank,3.8,(1k),5.2k,116,--
Syngenta,4.1,(1k),3.5k,74,53
Indostar Capital Finance Limited,4.4,(1k),1.9k,169,--
Spencer's Retail,3.7,(1k),2.7k,58,2
Tube Investments of India,3.8,(1k),3.4k,69,8
Kirloskar Brothers,3.8,(1k),4.1k,83,19
Bharat Sanchar Nigam,4.0,(1k),2.5k,47,--
Siemens Gamesa Renewable Power Private Limited,4.0,(1k),4.8k,58,8
Schaeffler India,4.0,(1k),5k,62,55
MAHLE ANAND Filter Systems,3.9,(1k),3.3k,35,1
Sri Chaitanya Educational Institutions,3.7,(1k),2.9k,46,2
Hikal,3.9,(1k),4.4k,72,50
Zf Rane Automotive,4.0,(1k),3.8k,62,--
Royal Migration Solutions,4.9,(1k),6,1,--
V2 Retail,3.5,(1k),2.4k,74,66
TK Elevator,3.8,(1k),4.1k,62,18
Deccan Fine Chemicals,3.7,(1k),4.7k,95,6
HPCL-Mittal Energy Limited,4.3,(1k),4.4k,42,--
Power Grid Corporation of India,4.3,(1k),1.9k,70,--
Vedanta Aluminium,3.9,(1k),4.4k,61,--
1point1 Solutions,3.4,(1k),3k,83,89
Nexa,4.0,(1k),2.3k,40,5
Kohler,3.7,(1k),4.6k,70,14
CALIBEHR,4.0,(998),2.6k,62,18
Labmentix,4.5,(999),20,347,--
TKIL,4.1,(997),4.3k,71,5
Leadec India,4.0,(996),3.3k,104,19
Sahara India Pariwar,3.8,(996),2.5k,28,--
Ceasefire Industries,3.2,(994),2.5k,118,6
Gmmco,4.0,(996),2.8k,50,12
Air India Sats Airport Services,3.5,(994),2.2k,63,5
Temenos,3.1,(992),8.8k,95,31
Dana Anand,4.1,(993),2.8k,50,--
Metropolis Healthcare,3.9,(988),3.3k,62,31
Pernod Ricard,3.6,(989),4.3k,57,15
Hindustan Zinc,3.7,(987),4.3k,51,--
Godrej Agrovet,3.9,(987),3.2k,59,2
Thermo Fisher Scientific,3.8,(981),6.1k,99,160
Balkrishna Industries,4.0,(982),3.8k,55,--
Aarvi Encon,3.9,(980),2.8k,73,1
iQor Global Services,3.3,(980),2.5k,39,37
MG Motor,3.8,(980),4.6k,75,18
Aspire Systems,3.8,(978),9.3k,123,119
Asirvad Microfinance,3.8,(973),2.1k,39,--
TradeIndia (Infocom Network Private Limited),3.3,(973),4.3k,81,3
Allianz Technology,4.1,(971),6.6k,71,2
NxtWave,3.6,(969),2.5k,231,606
Otis Elevator,4.1,(967),3.9k,58,119
Uber,4.2,(967),7.5k,163,189
MakeMyTrip,3.5,(967),6.9k,137,18
Amara Raja Group,4.2,(966),3.4k,73,--
ValueMomentum,3.1,(964),8.4k,93,6
Altisource,3.5,(964),3.7k,43,88
JW Marriott,4.2,(963),2k,45,--
BirlaNu,4.0,(962),2.7k,71,--
Vistaar Finance,4.0,(962),2k,28,3
Kinara Capital,4.3,(962),2.2k,88,30
Lakshmi Machine Works,3.9,(961),4.1k,60,23
Gharda Chemicals Limited,3.9,(960),4.4k,76,1
Wheels,3.9,(958),5k,67,2
